External Library Name;Link to License;License Name;Copyright Notice Included (Yes/No);Source Code Included (Yes/No);Counsel LDAP and Authorization Date;repository_type;repository_URL;is_runtime;license_category
rustc_version-0.4.1;https://raw.githubusercontent.com/djc/rustc-version-rs/v0.4.1/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/djc/rustc-version-rs;NOT_KNOWN;notice
rustix-1.1.3;https://raw.githubusercontent.com/bytecodealliance/rustix/v1.1.3/LICENSE-APACHE;Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/bytecodealliance/rustix;NOT_KNOWN;notice
rustversion-1.0.22;https://raw.githubusercontent.com/dtolnay/rustversion/1.0.22/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/rustversion;NOT_KNOWN;notice
ryu-1.0.22;https://raw.githubusercontent.com/dtolnay/ryu/1.0.22/LICENSE-APACHE;Apache-2.0 OR BSL-1.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/ryu;NOT_KNOWN;notice
scopeguard-1.2.0;https://raw.githubusercontent.com/bluss/scopeguard/v1.2.0/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/bluss/scopeguard;NOT_KNOWN;notice
semver-1.0.25;https://raw.githubusercontent.com/dtolnay/semver/1.0.25/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/semver;NOT_KNOWN;notice
semver-1.0.27;https://raw.githubusercontent.com/dtolnay/semver/1.0.27/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/semver;NOT_KNOWN;notice
serde-1.0.217;https://raw.githubusercontent.com/serde-rs/serde/v1.0.217/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/serde-rs/serde;NOT_KNOWN;notice
serde-1.0.228;https://raw.githubusercontent.com/serde-rs/serde/v1.0.228/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/serde-rs/serde;NOT_KNOWN;notice
serde-untagged-0.1.6;https://raw.githubusercontent.com/dtolnay/serde-untagged/0.1.6/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/serde-untagged;NOT_KNOWN;notice
serde-value-0.7.0;https://raw.githubusercontent.com/arcnmx/serde-value/0.7.0/COPYING;MIT;Yes;No;N/A;crates|github;https://github.com/arcnmx/serde-value;NOT_KNOWN;notice
serde_core-1.0.228;https://raw.githubusercontent.com/serde-rs/serde/v1.0.228/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/serde-rs/serde;NOT_KNOWN;notice
serde_derive-1.0.217;https://raw.githubusercontent.com/serde-rs/serde/v1.0.217/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/serde-rs/serde;NOT_KNOWN;notice
serde_derive-1.0.228;https://raw.githubusercontent.com/serde-rs/serde/v1.0.228/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/serde-rs/serde;NOT_KNOWN;notice
serde_json-1.0.149;https://raw.githubusercontent.com/serde-rs/json/v1.0.149/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/serde-rs/json;NOT_KNOWN;notice
serde_spanned-0.6.8;https://raw.githubusercontent.com/toml-rs/toml/main/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/toml-rs/toml;NOT_KNOWN;notice
serde_urlencoded-0.7.1;https://raw.githubusercontent.com/nox/serde_urlencoded/master/LICENSE-APACHE;MIT/Apache-2.0;Yes;No;N/A;crates|github;https://github.com/nox/serde_urlencoded;NOT_KNOWN;notice
sharded-slab-0.1.7;https://raw.githubusercontent.com/hawkw/sharded-slab/v0.1.7/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hawkw/sharded-slab;NOT_KNOWN;notice
shlex-1.3.0;https://raw.githubusercontent.com/comex/rust-shlex/1.3.0/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/comex/rust-shlex;NOT_KNOWN;notice
signal-hook-registry-1.4.8;https://raw.githubusercontent.com/vorner/signal-hook/master/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/vorner/signal-hook;NOT_KNOWN;notice
slab-0.4.12;https://raw.githubusercontent.com/tokio-rs/slab/v0.4.12/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/slab;NOT_KNOWN;notice
smallvec-1.13.2;https://raw.githubusercontent.com/servo/rust-smallvec/v1.13.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/servo/rust-smallvec;NOT_KNOWN;notice
smallvec-1.15.1;https://raw.githubusercontent.com/servo/rust-smallvec/v1.15.1/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/servo/rust-smallvec;NOT_KNOWN;notice
socket2-0.6.2;https://raw.githubusercontent.com/rust-lang/socket2/v0.6.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/socket2;NOT_KNOWN;notice
stable_deref_trait-1.2.0;https://raw.githubusercontent.com/Storyyeller/stable_deref_trait/master/LICENSE-APACHE;MIT/Apache-2.0;Yes;No;N/A;crates|github;https://github.com/storyyeller/stable_deref_trait;NOT_KNOWN;notice
stable_deref_trait-1.2.1;https://raw.githubusercontent.com/Storyyeller/stable_deref_trait/master/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/storyyeller/stable_deref_trait;NOT_KNOWN;notice
strsim-0.11.1;https://raw.githubusercontent.com/rapidfuzz/strsim-rs/v0.11.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/rapidfuzz/strsim-rs;NOT_KNOWN;notice
strum-0.26.3;https://raw.githubusercontent.com/Peternator7/strum/v0.26.3/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/Peternator7/strum;NOT_KNOWN;notice
strum_macros-0.26.4;https://raw.githubusercontent.com/Peternator7/strum/master/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/Peternator7/strum;NOT_KNOWN;notice
syn-1.0.109;https://raw.githubusercontent.com/dtolnay/syn/1.0.109/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/syn;NOT_KNOWN;notice
syn-2.0.114;https://raw.githubusercontent.com/dtolnay/syn/2.0.114/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/syn;NOT_KNOWN;notice
syn-2.0.98;https://raw.githubusercontent.com/dtolnay/syn/2.0.98/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/syn;NOT_KNOWN;notice
sync_wrapper-1.0.2;https://raw.githubusercontent.com/Actyx/sync_wrapper/master/LICENSE;Apache-2.0;Yes;No;N/A;crates|github;https://github.com/Actyx/sync_wrapper;NOT_KNOWN;notice
synstructure-0.13.1;https://raw.githubusercontent.com/mystor/synstructure/main/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/mystor/synstructure;NOT_KNOWN;notice
synstructure-0.13.2;https://raw.githubusercontent.com/mystor/synstructure/main/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/mystor/synstructure;NOT_KNOWN;notice
tar-0.4.44;https://raw.githubusercontent.com/alexcrichton/tar-rs/0.4.44/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/alexcrichton/tar-rs;NOT_KNOWN;notice
tempfile-3.24.0;https://raw.githubusercontent.com/Stebalien/tempfile/v3.24.0/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/Stebalien/tempfile;NOT_KNOWN;notice
thiserror-1.0.69;https://raw.githubusercontent.com/dtolnay/thiserror/1.0.69/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/thiserror;NOT_KNOWN;notice
thiserror-2.0.18;https://raw.githubusercontent.com/dtolnay/thiserror/2.0.18/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/thiserror;NOT_KNOWN;notice
thiserror-impl-1.0.69;https://raw.githubusercontent.com/dtolnay/thiserror/1.0.69/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/thiserror;NOT_KNOWN;notice
thiserror-impl-2.0.18;https://raw.githubusercontent.com/dtolnay/thiserror/2.0.18/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/thiserror;NOT_KNOWN;notice
thread-id-5.1.0;https://raw.githubusercontent.com/ruuda/thread-id/v5.1.0/license-apache;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/ruuda/thread-id;NOT_KNOWN;notice
thread_local-1.1.9;https://raw.githubusercontent.com/Amanieu/thread_local-rs/v1.1.9/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/Amanieu/thread_local-rs;NOT_KNOWN;notice
tinyjson-2.5.1;https://raw.githubusercontent.com/rhysd/tinyjson/v2.5.1/LICENSE.txt;MIT;Yes;No;N/A;crates|github;https://github.com/rhysd/tinyjson;NOT_KNOWN;notice
tinystr-0.7.6;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
tinystr-0.8.2;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
tokio-1.49.0;https://raw.githubusercontent.com/tokio-rs/tokio/tokio-1.49.0/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tokio;NOT_KNOWN;notice
tokio-macros-2.6.0;https://raw.githubusercontent.com/tokio-rs/tokio/tokio-macros-2.6.0/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tokio;NOT_KNOWN;notice
tokio-retry-0.3.0;https://raw.githubusercontent.com/srijs/rust-tokio-retry/master/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/srijs/rust-tokio-retry;NOT_KNOWN;notice
tokio-stream-0.1.18;https://raw.githubusercontent.com/tokio-rs/tokio/tokio-stream-0.1.18/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tokio;NOT_KNOWN;notice
tokio-util-0.7.18;https://raw.githubusercontent.com/tokio-rs/tokio/tokio-util-0.7.18/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tokio;NOT_KNOWN;notice
toml-0.8.20;https://raw.githubusercontent.com/toml-rs/toml/main/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/toml-rs/toml;NOT_KNOWN;notice
toml_datetime-0.6.8;https://raw.githubusercontent.com/toml-rs/toml/main/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/toml-rs/toml;NOT_KNOWN;notice
toml_edit-0.22.24;https://raw.githubusercontent.com/toml-rs/toml/main/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/toml-rs/toml;NOT_KNOWN;notice
tonic-0.14.3;https://raw.githubusercontent.com/hyperium/tonic/v0.14.3/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hyperium/tonic;NOT_KNOWN;notice
tonic-build-0.14.3;https://raw.githubusercontent.com/hyperium/tonic/v0.14.3/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hyperium/tonic;NOT_KNOWN;notice
tonic-prost-0.14.3;https://raw.githubusercontent.com/hyperium/tonic/v0.14.3/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hyperium/tonic;NOT_KNOWN;notice
toolchains_llvm-1.4.0;https://raw.githubusercontent.com/bazel-contrib/toolchains_llvm/v1.4.0/LICENSE;Apache License 2.0;Yes;No;N/A;bcr.bazel|github;https://github.com/bazel-contrib/toolchains_llvm;NOT_KNOWN;notice
toolchains_protoc-0.5.0;https://raw.githubusercontent.com/aspect-build/toolchains_protoc/v0.5.0/LICENSE;Apache License 2.0;Yes;No;N/A;bcr.bazel|github;https://github.com/aspect-build/toolchains_protoc;NOT_KNOWN;notice
tower-0.5.3;https://raw.githubusercontent.com/tower-rs/tower/tower-0.5.3/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tower-rs/tower;NOT_KNOWN;notice
tower-http-0.6.8;https://raw.githubusercontent.com/tower-rs/tower-http/refs/tags/tower-http-0.6.8/tower-http/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tower-rs/tower-http;NOT_KNOWN;notice
tower-layer-0.3.3;https://raw.githubusercontent.com/tower-rs/tower/tower-layer-0.3.3/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tower-rs/tower;NOT_KNOWN;notice
tower-service-0.3.3;https://raw.githubusercontent.com/tower-rs/tower/tower-service-0.3.3/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tower-rs/tower;NOT_KNOWN;notice
tracing-0.1.44;https://raw.githubusercontent.com/tokio-rs/tracing/tracing-0.1.44/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tracing;NOT_KNOWN;notice
tracing-attributes-0.1.31;https://raw.githubusercontent.com/tokio-rs/tracing/tracing-attributes-0.1.31/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tracing;NOT_KNOWN;notice
tracing-core-0.1.36;https://raw.githubusercontent.com/tokio-rs/tracing/tracing-core-0.1.36/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tracing;NOT_KNOWN;notice
tracing-log-0.2.0;https://raw.githubusercontent.com/tokio-rs/tracing/tracing-log-0.2.0/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tracing;NOT_KNOWN;notice
tracing-opentelemetry-0.32.1;https://raw.githubusercontent.com/tokio-rs/tracing-opentelemetry/v0.32.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tracing-opentelemetry;NOT_KNOWN;notice
tracing-subscriber-0.3.22;https://raw.githubusercontent.com/tokio-rs/tracing/tracing-subscriber-0.3.22/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/tracing;NOT_KNOWN;notice
try-lock-0.2.5;https://raw.githubusercontent.com/seanmonstar/try-lock/v0.2.5/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/seanmonstar/try-lock;NOT_KNOWN;notice
typeid-1.0.2;https://raw.githubusercontent.com/dtolnay/typeid/1.0.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/typeid;NOT_KNOWN;notice
ucd-trie-0.1.7;https://raw.githubusercontent.com/BurntSushi/ucd-generate/master/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/BurntSushi/ucd-generate;NOT_KNOWN;notice
unicode-ident-1.0.16;https://raw.githubusercontent.com/dtolnay/unicode-ident/1.0.16/LICENSE-APACHE;(MIT OR Apache-2.0) AND Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/unicode-ident;NOT_KNOWN;notice
unicode-ident-1.0.22;https://raw.githubusercontent.com/dtolnay/unicode-ident/1.0.22/LICENSE-APACHE;(MIT OR Apache-2.0) AND Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/unicode-ident;NOT_KNOWN;notice
unicode-segmentation-1.12.0;https://raw.githubusercontent.com/unicode-rs/unicode-segmentation/v1.12.0/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/unicode-rs/unicode-segmentation;NOT_KNOWN;notice
unicode-xid-0.2.6;https://raw.githubusercontent.com/unicode-rs/unicode-xid/v0.2.6/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/unicode-rs/unicode-xid;NOT_KNOWN;notice
url-2.5.4;https://raw.githubusercontent.com/servo/rust-url/v2.5.4/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/servo/rust-url;NOT_KNOWN;notice
url-2.5.8;https://raw.githubusercontent.com/servo/rust-url/v2.5.8/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/servo/rust-url;NOT_KNOWN;notice
users-0.11.0;https://raw.githubusercontent.com/ogham/rust-users/v0.11.0/LICENCE;MIT;Yes;No;N/A;crates|github;https://github.com/ogham/rust-users;NOT_KNOWN;notice
utf16_iter-1.0.5;https://raw.githubusercontent.com/hsivonen/utf16_iter/v1.0.5/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/hsivonen/utf16_iter;NOT_KNOWN;notice
utf8_iter-1.0.4;https://raw.githubusercontent.com/hsivonen/utf8_iter/v1.0.4/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/hsivonen/utf8_iter;NOT_KNOWN;notice
utf8parse-0.2.2;https://raw.githubusercontent.com/alacritty/vte/v0.2.2/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/alacritty/vte;NOT_KNOWN;notice
value-bag-1.12.0;https://raw.githubusercontent.com/sval-rs/value-bag/v1.12.0/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/sval-rs/value-bag;NOT_KNOWN;notice
version_check-0.9.5;https://raw.githubusercontent.com/SergioBenitez/version_check/v0.9.5/LICENSE-APACHE;MIT/Apache-2.0;Yes;No;N/A;crates|github;https://github.com/SergioBenitez/version_check;NOT_KNOWN;notice
want-0.3.1;https://raw.githubusercontent.com/seanmonstar/want/v0.3.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/seanmonstar/want;NOT_KNOWN;notice
which-0.2.1;https://raw.githubusercontent.com/harryfei/which-rs/0.2.1/LICENSE.txt;MIT;Yes;No;N/A;crates|github;https://github.com/fangyuanziti/which-rs.git;NOT_KNOWN;notice
winnow-0.7.2;https://raw.githubusercontent.com/winnow-rs/winnow/v0.7.2/LICENSE-MIT;MIT;Yes;No;N/A;crates|github;https://github.com/winnow-rs/winnow;NOT_KNOWN;notice
write16-1.0.0;https://raw.githubusercontent.com/hsivonen/write16/v1.0.0/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/hsivonen/write16;NOT_KNOWN;notice
writeable-0.5.5;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
writeable-0.6.2;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
xattr-1.6.1;https://raw.githubusercontent.com/Stebalien/xattr/v1.6.1/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/Stebalien/xattr;NOT_KNOWN;notice
yoke-0.7.5;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
yoke-0.8.1;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
yoke-derive-0.7.5;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
yoke-derive-0.8.1;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerocopy-0.8.38;https://raw.githubusercontent.com/google/zerocopy/v0.8.38/LICENSE-APACHE;BSD-2-Clause OR Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/google/zerocopy;NOT_KNOWN;notice
zerocopy-derive-0.8.38;https://raw.githubusercontent.com/google/zerocopy/v0.8.38/LICENSE-APACHE;BSD-2-Clause OR Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/google/zerocopy;NOT_KNOWN;notice
zerofrom-0.1.5;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerofrom-0.1.6;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerofrom-derive-0.1.5;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerofrom-derive-0.1.6;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerotrie-0.2.3;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerovec-0.10.4;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerovec-0.11.5;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerovec-derive-0.10.3;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zerovec-derive-0.11.2;https://raw.githubusercontent.com/unicode-org/icu4x/main/LICENSE;Unicode-3.0;Yes;No;N/A;crates|github;https://github.com/unicode-org/icu4x;NOT_KNOWN;notice
zlib-1.3.1.bcr.5;https://raw.githubusercontent.com/madler/zlib/develop/LICENSE;Other;Yes;No;N/A;bcr.bazel|github;https://github.com/madler/zlib;NOT_KNOWN;notice
zlib-1.3.1.bcr.5;https://raw.githubusercontent.com/madler/zlib/develop/LICENSE;Other;Yes;No;N/A;bcr.bazel|github;https://github.com/madler/zlib;NOT_KNOWN;notice
zmij-1.0.19;https://raw.githubusercontent.com/dtolnay/zmij/1.0.19/LICENSE-MIT;MIT;Yes;No;N/A;crates|github;https://github.com/dtolnay/zmij;NOT_KNOWN;notice
